*Date;*Amount;Payee;Description;Reference;Check Number
1/07/2025;-160.00;Headoffice;Monthly Acc Fee;;
1/07/2025;-721.80;Headoffice;Transaction Charge;;
1/07/2025;-1925.50;Headoffice;Admin Charge;;
1/07/2025;-100.00;Headoffice;Unauth Dr Bal Fee;;
1/07/2025;-100.00;Headoffice;Unauth Dr Bal Fee;;
1/07/2025;-956.36;Headoffice;Debit Interest;;
1/07/2025;-19.29;Headoffice;Int On Excess Amnt;;
1/07/2025;-5.69;Headoffice;Commitment Fee;;
1/07/2025;-0.32;Headoffice;Interest Adjust;;
1/07/2025;-0.03;Headoffice;Commit Fee Adjust;;
1/07/2025;900.60;Merch/Serv;Acb Credit;Absa Card 00481572 442 Dd (Effective 30/06/2025);
1/07/2025;-9287.00;Settlement;Ext Stop Order To;Std S.A. Moto Health Care;
1/07/2025;-2352.90;Settlement;Ext Stop Order To;Std S.A. Freight Tainer;
1/07/2025;-219.45;Settlement;Ext Stop Order To;Std S.A. Guardian Employers;
1/07/2025;-0.13;Headoffice;Interest Adjust;;
1/07/2025;-0.01;Headoffice;Commit Fee Adjust;;
1/07/2025;-182.59;Settlement;Pos Purchase;Card No. 2676 Superspar Eastmans Kwazu (Effective 29/06/2025);
1/07/2025;-701.71;Settlement;Acb Debit:External;Marshall Ebuc004;
1/07/2025;-915.77;Settlement;Acb Debit:External;Marshall Ekam003;
1/07/2025;115631.17;Settlement;Acb Credit;Finfloor Rental;
1/07/2025;5616.50;Settlement;Acb Credit;Royal T;
1/07/2025;3185.30;Settlement;Acb Credit;Ardmore Ceramics;
1/07/2025;-3527.37;Settlement;Acb Debit:External;Mua 22031703-1 011717;
1/07/2025;-71564.57;Settlement;Digital Payment Dt;Absa Bank G And W;
1/07/2025;-24000.00;Settlement;Digital Payment Dt;Absa Bank Dmbuchanan;
2/07/2025;1986.45;Merch/Serv;Acb Credit;Absa Card 00481572 443 Dd (Effective 01/07/2025);
2/07/2025;0;Headoffice;Honouring Fee;Low Balance (Effective 01/06/2025);
2/07/2025;0;Headoffice;Honouring Fee;Low Balance (Effective 01/06/2025);
2/07/2025;-1915.00;Settlement;Digital Payment Dt;Absa Bank G Buchanan 11 Ypsila;
2/07/2025;1507.10;Settlement;Immediate Trf Cr;Abil Kamel Potteries 36p72697ff;
3/07/2025;1790.50;Merch/Serv;Acb Credit;Absa Card 00481572 444 Dd (Effective 02/07/2025);
3/07/2025;3089.50;Settlement;Digital Payment Cr;Absa Bank L De Richelieu;
3/07/2025;-4000.00;La Lucia B;Atm Withdrawal;Card No. 2676;
3/07/2025;4887.60;Settlement;Acb Credit;Vegmo Accessori;
3/07/2025;-400.00;Settlement;Digital Payment Dt;Absa Bank Kamel;
4/07/2025;2170.82;Merch/Serv;Acb Credit;Absa Card 00481572 445 Dd (Effective 03/07/2025);
4/07/2025;-825.00;Settlement;Payshap Ext Debit;Howard Beattie;
4/07/2025;0;Notifyme;Notific Fee Sms;63 Sms Notifications;
4/07/2025;-2997.11;Settlement;Digital Payment Dt;Absa Bank Lamel;
4/07/2025;-1500.00;Settlement;Digital Payment Dt;Absa Bank Kamel;
4/07/2025;-1500.00;Settlement;Digital Payment Dt;Absa Bank Kamel;
4/07/2025;-1700.00;Settlement;Digital Payment Dt;Absa Bank Kamel;
4/07/2025;13800.00;Settlement;Acb Credit;African Paper Produc;
4/07/2025;-800.00;Settlement;Payshap Ext Debit;Property Tawi;
4/07/2025;-13500.00;Settlement;Digital Payment Dt;Absa Bank D Mpp;
5/07/2025;1250.00;Merch/Serv;Acb Credit;Absa Card 00481572 446 Dd (Effective 04/07/2025);
5/07/2025;-1000.00;Settlement;Digital Payment Dt;Absa Bank D Mpp;
5/07/2025;-5094.23;Settlement;Acb Debit:External;Brolink Hld012035723042759;
5/07/2025;-5201.43;Settlement;Acb Debit:External;Brolink Hld012035723042758;
6/07/2025;0;Headoffice;Honouring Fee;Low Balance (Effective 05/06/2025);
6/07/2025;0;Headoffice;Honouring Fee;Low Balance (Effective 05/06/2025);
6/07/2025;-500.00;Settlement;Pos Purchase;Card No. 2676 Astron Energy Glenashle Durba (Effective 04/07/2025);
7/07/2025;-2773.84;Settlement;Acb Debit:External;Vodacom 0463568712 I0164162;
7/07/2025;1579.30;Settlement;Acb Credit;The Pottery;
7/07/2025;-18984.63;Settlement;Int Debit Order To;Absa Bank 7010093630;
7/07/2025;-4210.30;Settlement;Acb Debit:External;Sahl 1715093 015733899;
8/07/2025;874.70;Merch/Serv;Acb Credit;Absa Card 00481572 447 Dd (Effective 07/07/2025);
8/07/2025;0;Settlement;Decl Pos Tran Fee;Amount : 86.00;
9/07/2025;1483.00;Settlement;Acb Credit;Debbie Kuhn;
9/07/2025;747.50;Settlement;Acb Credit;Vegmo Accessori;
10/07/2025;2540.30;Merch/Serv;Acb Credit;Absa Card 00481572 448 Dd (Effective 09/07/2025);
10/07/2025;63.40;Merch/Serv;Acb Credit;Absa Card 00481572 448 Cc (Effective 09/07/2025);
10/07/2025;0;Headoffice;Honouring Fee;Low Balance (Effective 09/06/2025);
10/07/2025;0;Headoffice;Honouring Fee;Low Balance (Effective 09/06/2025);
11/07/2025;181.40;Merch/Serv;Acb Credit;Absa Card 00481572 449 Dd (Effective 10/07/2025);
11/07/2025;0;Headoffice;Honouring Fee;Low Balance (Effective 10/06/2025);
11/07/2025;1579.30;Settlement;Acb Credit;The Pottery23;
11/07/2025;2861.25;Settlement;Acb Credit;Royal T;
12/07/2025;4102.05;Merch/Serv;Acb Credit;Absa Card 00481572 450 Dd (Effective 11/07/2025);
13/07/2025;1482.50;Merch/Serv;Acb Credit;Absa Card 00481572 451 Dd (Effective 12/07/2025);
14/07/2025;5867.50;Settlement;Acb Credit;Royal Tombstones;
16/07/2025;3554.60;Merch/Serv;Acb Credit;Absa Card 00481572 452 Dd (Effective 15/07/2025);
16/07/2025;13800.00;Durban Nor;Npf Credit;Eftbb93lp2hwn002/African Paper;
16/07/2025;3069.60;Settlement;Acb Credit;Jean Ford;
16/07/2025;5616.50;Settlement;Acb Credit;Royal T;
16/07/2025;-2856.60;Settlement;Payshap Ext Debit;Kamel Potteries;
17/07/2025;2216.01;Merch/Serv;Acb Credit;Absa Card 00481572 453 Cc (Effective 16/07/2025);
17/07/2025;260.00;Merch/Serv;Acb Credit;Absa Card 00481572 453 Dd (Effective 16/07/2025);
17/07/2025;0;Notifyme;Notific Fee Sms;40 Sms Notifications;
17/07/2025;-239.08;Settlement;Payshap Ext Debit;Nd 708282;
17/07/2025;5617.50;Settlement;Acb Credit;Egg Designs;
17/07/2025;1915.10;Settlement;Acb Credit;The Pottery;
17/07/2025;365.00;Settlement;Acb Credit;Perfect Impressions;
17/07/2025;-1000.00;Settlement;Payshap Ext Debit;Property Tawi;
18/07/2025;769.40;Merch/Serv;Acb Credit;Absa Card 00481572 454 Cc (Effective 17/07/2025);
18/07/2025;-7000.00;Durban Nor;Pinp Tell Cash Wdl;Card No. 2676;
18/07/2025;-2997.11;Settlement;Digital Payment Dt;Absa Bank Lamel;
18/07/2025;-1500.00;Settlement;Digital Payment Dt;Absa Bank Kamel;
18/07/2025;-1500.00;Settlement;Digital Payment Dt;Absa Bank Kamel;
18/07/2025;-941.00;Settlement;Payshap Ext Debit;Kamel;
18/07/2025;2303.80;Settlement;Acb Credit;Vegmo Accessori;
18/07/2025;8197.50;Settlement;Acb Credit;000424 Heather;
19/07/2025;260.00;Merch/Serv;Acb Credit;Absa Card 00481572 455 Dd (Effective 18/07/2025);
19/07/2025;314.40;Merch/Serv;Acb Credit;Absa Card 00481572 455 Cc (Effective 18/07/2025);
19/07/2025;-4000.00;Durban Nor;Atm Withdrawal;Card No. 2676;
19/07/2025;-1000.00;Settlement;Payshap Ext Debit;Property Tawi;
19/07/2025;-1000.00;Settlement;Payshap Ext Debit;Howard Beattie;
19/07/2025;1600.50;Settlement;Acb Credit;Debbie Kuhn;
20/07/2025;2245.30;Merch/Serv;Acb Credit;Absa Card 00481572 457 Dd (Effective 19/07/2025);
20/07/2025;-629.87;Settlement;Pos Purchase;Card No. 2676 Hasmart Springfield Kwazu (Effective 18/07/2025);
